id	date_reviews	rating	course_id	reviews	reviews_transl	reviewers	lang
3757	Aug 20, 2020	5	ai-for-everyone	Excellent course for people who want to have an overall understanding of AI.	Excellent course for people who want to have an overall understanding of AI.	By Shyamanta B	en
3758	Aug 19, 2020	5	ai-for-everyone	Very interesting course. Professor Andrew Ng explains AI concepts very well.	Very interesting course. Professor Andrew Ng explains AI concepts very well.	By GAETANO G	en
3759	Aug 13, 2020	5	ai-for-everyone	This was a very informative and easy to follow course. I would recommend it!	This was a very informative and easy to follow course. I would recommend it!	By Lori P	en
3760	Aug 06, 2020	5	ai-for-everyone	The course is good for introduction to the world of Artificial Intelligence.	The course is good for introduction to the world of Artificial Intelligence.	By Gajanan S	en
3761	Jul 19, 2020	5	ai-for-everyone	A good foundational course that gives an overall perspective of approach AI.	A good foundational course that gives an overall perspective of approach AI.	By Vijay S	en
3762	Jul 13, 2020	5	ai-for-everyone	Well explained! Really loved listening to Andrew Ng, clear and to the point. 	Well explained! Really loved listening to Andrew Ng, clear and to the point.	By Hadley H	en
3763	Jul 12, 2020	5	ai-for-everyone	It is an amazing course where you Learn a lot about Artificial intelligence.	It is an amazing course where you Learn a lot about Artificial intelligence.	By Suman S	en
3764	Jul 10, 2020	5	ai-for-everyone	Very good course.Thank you sir for giving a clear explanation on the topics.	Very good course.Thank you sir for giving a clear explanation on the topics.	By Yellepaddi V S R A	en
3765	Jul 06, 2020	5	ai-for-everyone	It's really a great course for the beginners who want to work in AI sectors.  	It's really a great course for the beginners who want to work in AI sectors.	By Subir K S	en
3766	Jul 05, 2020	5	ai-for-everyone	Anyone who wants to start a career in AI should consider taking this course.	Anyone who wants to start a career in AI should consider taking this course.	By Shalesh K	en
3767	Jun 24, 2020	5	ai-for-everyone	best course for the ones who are planning to work or start their own company	best course for the ones who are planning to work or start their own company	By kanchi b	en
3768	Jun 04, 2020	5	ai-for-everyone	great organized introduction to the world of AI...great bunch of information	great organized introduction to the world of AI...great bunch of information	By Amany S	en
3769	Jun 03, 2020	5	ai-for-everyone	I LIKE THIS COURSE VERY MUCH VERY INTERSTING TO LEARN THIS SO,I ENJOYED ALOT	I LIKE THIS COURSE VERY MUCH VERY INTERSTING TO LEARN THIS SO,I ENJOYED ALOT	By KAKARLA V V K S R	en
3770	Jun 01, 2020	5	ai-for-everyone	A very informative course which is easily understandable to almost everyone.	A very informative course which is easily understandable to almost everyone.	By Shraddha N	en
3771	May 24, 2020	5	ai-for-everyone	very easy way from the instructor to address the information to the student.	very easy way from the instructor to address the information to the student.	By Zeyad E	en
3772	May 11, 2020	5	ai-for-everyone	It is the perfect learning experience to how AI, ML and deep learning works. 	It is the perfect learning experience to how AI, ML and deep learning works.	By Adrián d l R B	en
3773	May 10, 2020	5	ai-for-everyone	By taking this course gets deeper knowledge about non-technically part of AI	By taking this course gets deeper knowledge about non-technically part of AI	By UTKARSH S	en
3774	May 09, 2020	5	ai-for-everyone	It's really a good explanation I've gone through.Thanks for the nice course.	It's really a good explanation I've gone through.Thanks for the nice course.	By P N	en
3775	May 08, 2020	5	ai-for-everyone	Ya ,it is a good platform for learning the course . Thank you for the course 	Ya ,it is a good platform for learning the course . Thank you for the course	By DUDALA N	en
3776	May 06, 2020	5	ai-for-everyone	This my first AI course and it was great I was inspired to out of my greedy.	This my first AI course and it was great I was inspired to out of my greedy.	By Chappidi R S R 	en
3777	May 03, 2020	5	ai-for-everyone	Nice course from the perspective of getting holistic view of AI @ year 2020.	Nice course from the perspective of getting holistic view of AI @ year 2020.	By V L K	en
3778	Apr 22, 2020	5	ai-for-everyone	Wonderful introduction and explanation of use of AI in industry and society. 	Wonderful introduction and explanation of use of AI in industry and society.	By Vivek M B	en
3779	Feb 20, 2020	5	ai-for-everyone	Excellent Course.For a person with no knowledge this opened my eyes totally.	Excellent Course.For a person with no knowledge this opened my eyes totally.	By Reynard C G	en
3780	Feb 13, 2020	5	ai-for-everyone	Good introduction to AI, business focus, includes pragmatic do's and dont's.	Good introduction to AI, business focus, includes pragmatic do's and dont's.	By Rejane F R	en
3781	Dec 20, 2019	5	ai-for-everyone	Excellent overview course for executives.   Andrew is a terrific instructor.  	Excellent overview course for executives.   Andrew is a terrific instructor.	By Denise D	en
3782	Nov 25, 2019	5	ai-for-everyone	"Great course for AI fundamentals, a ""must have"" before diving into AI world."	"Great course for AI fundamentals, a ""must have"" before diving into AI world."	By Carlos D V	en
3783	Nov 20, 2019	5	ai-for-everyone	Best Lectures never saw before that type of explanation from the professor's 	Best Lectures never saw before that type of explanation from the professor's	By Shahbaz L	en
3784	Nov 20, 2019	5	ai-for-everyone	Great introduction  into AI and terminology !! Absolutely to be recommneded! 	Great introduction  into AI and terminology !! Absolutely to be recommneded!	By Slim B	en
3785	Nov 10, 2019	5	ai-for-everyone	great opportunity to get the knowledge with great teachers, thanks Coursera!	great opportunity to get the knowledge with great teachers, thanks Coursera!	By Muhammad H S	en
3786	Nov 08, 2019	5	ai-for-everyone	Very well explained.. Loved the course content and the way it was conducted. 	Very well explained.. Loved the course content and the way it was conducted.	By Poonam S K	en
3787	Nov 05, 2019	5	ai-for-everyone	Very nicely executed abstract level description of a very technical subject. 	Very nicely executed abstract level description of a very technical subject.	By Azhar u I	en
3788	Oct 27, 2019	5	ai-for-everyone	This course really helped me in understanding about Artificial Intelligence.	This course really helped me in understanding about Artificial Intelligence.	By Muhammad M Y	en
3789	Oct 22, 2019	5	ai-for-everyone	It's a beautifully designed program to lay down the basics of AI. Thank you.	It's a beautifully designed program to lay down the basics of AI. Thank you.	By Hassam S	en
3790	Sep 03, 2019	5	ai-for-everyone	This is an excellent introduction course, very comprehensive and accessible.	This is an excellent introduction course, very comprehensive and accessible.	By Hicham J	en
3791	Aug 17, 2019	5	ai-for-everyone	Es un excelente curso para tener una visión general sobre el mundo de la IA!	It is an excellent course to have an overview of the world of AI!	By José D G E	es
3792	Aug 17, 2019	5	ai-for-everyone	Really well paced for a good learning and understanding of the AI dimension.	Really well paced for a good learning and understanding of the AI dimension.	By Nirosh S	en
3793	Aug 04, 2019	5	ai-for-everyone	Easy to understand and great learning even if I am totally new to AI and ML.	Easy to understand and great learning even if I am totally new to AI and ML.	By Ashish S	en
3794	Jun 28, 2019	5	ai-for-everyone	the course structure and content really help me to learn various new things. 	the course structure and content really help me to learn various new things.	By Muhammad U S	en
3795	Jun 19, 2019	5	ai-for-everyone	The course  eases you into understanding AI and how it works. Thanks Andrew.	The course  eases you into understanding AI and how it works. Thanks Andrew.	By Stanley D	en
3796	Jun 17, 2019	5	ai-for-everyone	best teacher ever he teach very well i can easily cover every topic about AI	best teacher ever he teach very well i can easily cover every topic about AI	By Muhammad H 	en
3797	Jun 13, 2019	5	ai-for-everyone	excellent format and l love how it is split up so you can easily digress it.	excellent format and l love how it is split up so you can easily digress it.	By Oliver B	en
3798	May 06, 2019	5	ai-for-everyone	This is the excellent course for begineers who hava interst in learninig  AI 	This is the excellent course for begineers who hava interst in learninig  AI	By Syed M H H	en
3799	Mar 06, 2019	5	ai-for-everyone	This is one of the foundational course on AI that everyone should enroll to!	This is one of the foundational course on AI that everyone should enroll to!	By Avijeet D	en
3800	Oct 05, 2020	5	ai-for-everyone	once again a really nice course from Mr. Ng. Thank you very much, you rock!	once again a really nice course from Mr. Ng. Thank you very much, you rock!	By Stoyan G	en
3801	Oct 05, 2020	5	ai-for-everyone	very educative and you can do this course without any prior knowledge on AI	very educative and you can do this course without any prior knowledge on AI	By Naveen k	en
3802	Sep 20, 2020	5	ai-for-everyone	very nice explanation and good test conducting.i really njoyed the sessions	very nice explanation and good test conducting.i really njoyed the sessions	By hemalatha g	en
3803	Sep 11, 2020	5	ai-for-everyone	I am very happy to learn this course and i will use this in my project work	I am very happy to learn this course and i will use this in my project work	By Ch. C R	en
3804	Sep 01, 2020	5	ai-for-everyone	Great introduction to the main AI terminologies and potential applications!	Great introduction to the main AI terminologies and potential applications!	By Robert F	en
3805	Aug 03, 2020	5	ai-for-everyone	i am very proud to say this course has been a dot in my big pictureTHANKYOU	i am very proud to say this course has been a dot in my big pictureTHANKYOU	By Sai v .	en
3806	Jul 22, 2020	5	ai-for-everyone	Thankyou,for this great oppurtunity to gain knowledge about everything....!	Thankyou,for this great oppurtunity to gain knowledge about everything....!	By Etthadi S	en
3807	Jul 18, 2020	5	ai-for-everyone	Couldn't be explained in a simpler way, it was a great learning experience.	Couldn't be explained in a simpler way, it was a great learning experience.	By Asad I H	en
3808	Jun 26, 2020	5	ai-for-everyone	Really good introduction to AI with practical examples. Highly recommended.	Really good introduction to AI with practical examples. Highly recommended.	By Ahmad S b A	en
3809	Jun 24, 2020	5	ai-for-everyone	The course was very descriptive and helped me understand the concept of AI.	The course was very descriptive and helped me understand the concept of AI.	By Yasha S	en
3810	Jun 03, 2020	5	ai-for-everyone	Loved the way in which all concepts were covered from the grassroots level.	Loved the way in which all concepts were covered from the grassroots level.	By Anirudh N	en
3811	Jun 01, 2020	5	ai-for-everyone	You can understand about AI and How it works. Informative session by tutor. 	You can understand about AI and How it works. Informative session by tutor.	By Dr.Sreejith V B P	en
3812	May 25, 2020	5	ai-for-everyone	It was a great experience to know about the new concept and advance vision.	It was a great experience to know about the new concept and advance vision.	By Sunny S	en
3813	May 23, 2020	5	ai-for-everyone	I am so happy. Because I will learn the how to apply AI in my project works	I am so happy. Because I will learn the how to apply AI in my project works	By hemanthkumar p	en
3814	May 21, 2020	5	ai-for-everyone	Experience was nice. Got to learn new things about Artififcial intelligence	Experience was nice. Got to learn new things about Artififcial intelligence	By SUSHIL Y	en
3815	May 21, 2020	5	ai-for-everyone	Excelente para quienes necesitan una visión a nivel general de lo que es AI	Excellent for those who need a general vision of what AI is	By Ludwig E G	es
3816	May 18, 2020	5	ai-for-everyone	awesome course ! . Hope i can one day sit in your class at stanford for ai.	awesome course ! . Hope i can one day sit in your class at stanford for ai.	By B S A 	en
3817	May 11, 2020	5	ai-for-everyone	Very Useful for everyone to know about the AI applications and technologies 	Very Useful for everyone to know about the AI applications and technologies	By KALPANA	en
3818	May 07, 2020	5	ai-for-everyone	Very usefull for everyone , please utilities the wonderful opportunity ok..	Very usefull for everyone , please utilities the wonderful opportunity ok..	By Adiandhra c	en
3819	May 05, 2020	5	ai-for-everyone	This course is incredible!! I learned a lot about developing AI technology. 	This course is incredible!! I learned a lot about developing AI technology.	By Alexsandra M	en
3820	Apr 19, 2020	5	ai-for-everyone	A very good introduction for non specialist people interested in this tpic!	A very good introduction for non specialist people interested in this tpic!	By Jorge F	en
3821	Feb 27, 2020	5	ai-for-everyone	This is a very good high level overview of AI for a non-technical audience.	This is a very good high level overview of AI for a non-technical audience.	By Stephanie J	en
3822	Jan 25, 2020	5	ai-for-everyone	Good teacher, clear explaining.Volume a little low but all good!Nice course	Good teacher, clear explaining.Volume a little low but all good!Nice course	By Yagnesh	en
3823	Oct 17, 2019	5	ai-for-everyone	Very easy to consume materials that gives a global view of this huge topic.	Very easy to consume materials that gives a global view of this huge topic.	By REGINO J J	en
3824	Sep 01, 2019	5	ai-for-everyone	Excelente curso introductorio, sin código, con conceptos claros y concisos.	Excellent introductory course, without code, with clear and concise concepts.	By Rodrigo S	es
3825	Aug 24, 2019	5	ai-for-everyone	Excellent way to start understanding the basic concepts about the AI world.	Excellent way to start understanding the basic concepts about the AI world.	By Cristian F	en
3826	Aug 07, 2019	5	ai-for-everyone	Andrew is a splendid and patient teacher! I'd highly recommend this course! 	Andrew is a splendid and patient teacher! I'd highly recommend this course!	By Sharad G	en
3827	Jul 28, 2019	5	ai-for-everyone	This course help me out in many aspects such as how to build AI company etc	This course help me out in many aspects such as how to build AI company etc	By Hamza T M	en
3828	Jul 15, 2019	5	ai-for-everyone	Most recommended course for anyone who wants to jump-start their AI Career.	Most recommended course for anyone who wants to jump-start their AI Career.	By sara l k	en
3829	May 17, 2019	5	ai-for-everyone	Useful and easy to understand by anyone, even with no technical background.	Useful and easy to understand by anyone, even with no technical background.	By Oliver A R D	en
3830	May 12, 2019	5	ai-for-everyone	I could put my understandings as a business person in order in a short time 	I could put my understandings as a business person in order in a short time	By Makiko H	en
3831	Mar 22, 2019	5	ai-for-everyone	Very good course for beginners for an insight into AI, very well explained.	Very good course for beginners for an insight into AI, very well explained.	By Nafeesa S	en
3832	Mar 14, 2019	5	ai-for-everyone	Great course for anyone interested in AI introduction and big-picture view.	Great course for anyone interested in AI introduction and big-picture view.	By Yaroslav P	en
3833	Sep 16, 2020	5	ai-for-everyone	The slide deck is helpful and the instructor, Andrew is super interesting!	The slide deck is helpful and the instructor, Andrew is super interesting!	By Tzu C C	en
3834	Aug 19, 2020	5	ai-for-everyone	So lucid a teaching that I for the first time learning beyond expectation. 	So lucid a teaching that I for the first time learning beyond expectation.	By Narasinga P P	en
3835	Aug 10, 2020	5	ai-for-everyone	Excelente! Una visión general muy instructiva, ligera y profunda a la vez!	Excellent! A very instructive overview, light and deep at the same time!	By Jackeline P	es
3836	Jul 29, 2020	5	ai-for-everyone	I loved how everything was explained so simply and with a lot of examples.	I loved how everything was explained so simply and with a lot of examples.	By Ishika Y	en
3837	Jul 09, 2020	5	ai-for-everyone	very good course for beginners to understand about Artificial Intelligence	very good course for beginners to understand about Artificial Intelligence	By B B P	en
3838	Jul 08, 2020	5	ai-for-everyone	easy to understand very useful for a beginner to kick start working in ai. 	easy to understand very useful for a beginner to kick start working in ai.	By rajesh s k	en
3839	Jun 29, 2020	5	ai-for-everyone	now i have a clear view of what AI and Deep Learning is , Thank you Andrew	now i have a clear view of what AI and Deep Learning is , Thank you Andrew	By Guhan K	en
3840	May 31, 2020	5	ai-for-everyone	Clear objective, good pace and well structured. learnt more then expected.	Clear objective, good pace and well structured. learnt more then expected.	By Riccardo T	en
3841	May 31, 2020	5	ai-for-everyone	Very balanced and informative course. Must for everyone in a organization.	Very balanced and informative course. Must for everyone in a organization.	By Abhisek R C	en
3842	May 22, 2020	5	ai-for-everyone	Thank You So Much, The best experience I had with already familiar things.	Thank You So Much, The best experience I had with already familiar things.	By Ossama M	en
3843	May 16, 2020	5	ai-for-everyone	its an very interested and useful course.....best choice for the beginer's	its an very interested and useful course.....best choice for the beginer's	By SINGAMCHETTY	en
3844	May 15, 2020	5	ai-for-everyone	Great introduction to AI. Andrew explains things clearly and sequentially.	Great introduction to AI. Andrew explains things clearly and sequentially.	By Liam W	en
3845	May 15, 2020	5	ai-for-everyone	it is very helpful in general and lots of example lead us to brainstorming	it is very helpful in general and lots of example lead us to brainstorming	By YUE H G	en
3846	May 09, 2020	5	ai-for-everyone	I think if everyone can take this course, the world will be a better place	I think if everyone can take this course, the world will be a better place	By Pablo C	en
3847	May 01, 2020	5	ai-for-everyone	It is a very relevant course for those who want to learn AI as a beginner.	It is a very relevant course for those who want to learn AI as a beginner.	By RAJA A K	en
3848	Apr 22, 2020	5	ai-for-everyone	Nice way to introduce yourself into AI knowledge. Than you Andre and team!	Nice way to introduce yourself into AI knowledge. Than you Andre and team!	By Juan C M D	en
3849	Apr 07, 2020	5	ai-for-everyone	Andrew Ng is a blessing for this generation of learners. Thank you Sir :))	Andrew Ng is a blessing for this generation of learners. Thank you Sir :))	By Qaisar S	en
3850	Mar 17, 2020	5	ai-for-everyone	Wonderful course, it gives me alot of idea about the Ai as i am a beginner	Wonderful course, it gives me alot of idea about the Ai as i am a beginner	By Mohammad I	en
3851	Sep 30, 2019	5	ai-for-everyone	Great introductory course around AI. Good foundational skills to build on!	Great introductory course around AI. Good foundational skills to build on!	By George M	en
3852	Aug 30, 2019	5	ai-for-everyone	A very great course to get the insights into Artificial Intelligence (AI).	A very great course to get the insights into Artificial Intelligence (AI).	By Nilessh L	en
3853	Jun 10, 2019	5	ai-for-everyone	The way Sir explain is just amazing.Proud to be part of this course.Thanks	The way Sir explain is just amazing.Proud to be part of this course.Thanks	By Muhammad H U R	en
3854	Jun 09, 2019	5	ai-for-everyone	So well explained. Thank you for clearing out some commonly confused terms	So well explained. Thank you for clearing out some commonly confused terms	By Harshith S	en
3855	Jun 04, 2019	5	ai-for-everyone	Very good introductory material to understand AI concepts and first steps!	Very good introductory material to understand AI concepts and first steps!	By Edgar J	en
3856	May 22, 2019	5	ai-for-everyone	A very great introductory course, very well explained, simple yet helpful! 	A very great introductory course, very well explained, simple yet helpful!	By Polina M	en
3857	May 13, 2019	5	ai-for-everyone	This course is awesome and i learn such great thing about AI By Andrew Ng.	This course is awesome and i learn such great thing about AI By Andrew Ng.	By Syed F H R	en
3858	May 13, 2019	5	ai-for-everyone	Fantastic and informative course. I feel like I learned a new super power!	Fantastic and informative course. I feel like I learned a new super power!	By irving c	en
3859	Apr 28, 2019	5	ai-for-everyone	Best Introductory course for getting started in AIThank you, Prof. Andrew!	Best Introductory course for getting started in AIThank you, Prof. Andrew!	By Sourav D	en
3860	Apr 22, 2019	5	ai-for-everyone	Great course, amazing teacher.Now I now far more about AI than 4 weeks ago	Great course, amazing teacher.Now I now far more about AI than 4 weeks ago	By Tony E	en
3861	Mar 14, 2019	5	ai-for-everyone	I highly recommend Coursera, as a non engineer it simplified the learning.  	I highly recommend Coursera, as a non engineer it simplified the learning.	By Jackie V	en
3862	Mar 04, 2019	5	ai-for-everyone	Very good overview of the topic - clear explanations without using jargon.	Very good overview of the topic - clear explanations without using jargon.	By Andreas S	en
3863	Oct 01, 2020	5	ai-for-everyone	This course was awesome. It will give the over all idea and all about AI.	This course was awesome. It will give the over all idea and all about AI.	By Yazid M	en
3864	Sep 13, 2020	5	ai-for-everyone	Such an insightful course. I would encourage everyone to Take this course	Such an insightful course. I would encourage everyone to Take this course	By Oputa o	en
3865	Sep 07, 2020	5	ai-for-everyone	Very good course for Artificial IntelligenceGot lot of knowledge about AI 	Very good course for Artificial IntelligenceGot lot of knowledge about AI	By Tushar P	en
3866	Aug 15, 2020	5	ai-for-everyone	Excelente curso, queda super claro lo que es la IA, Saludos desde Ecuador	Excellent course, it is super clear what AI is, Greetings from Ecuador	By Alexandra P L	es
3867	Aug 11, 2020	5	ai-for-everyone	Easy and straight forward material to acquire general knowledge about AI. 	Easy and straight forward material to acquire general knowledge about AI.	By Marvin Y T	en
3868	Jul 01, 2020	5	ai-for-everyone	Its amazing Course. It helped me Very much and got the knowledge about IA 	Its amazing Course. It helped me Very much and got the knowledge about IA	By Akshata D	en
3869	Jun 30, 2020	5	ai-for-everyone	I really liked the course.And it gave me more interesting things about AI	I really liked the course.And it gave me more interesting things about AI	By Abhinand P	en
3870	Jun 28, 2020	5	ai-for-everyone	Great insight about AI. Thank you for giving such a great lectures on AI.	Great insight about AI. Thank you for giving such a great lectures on AI.	By Cho X	en
3871	Jun 23, 2020	5	ai-for-everyone	Concepts explained in very simple and interesting way with adequate examp	Concepts explained in very simple and interesting way with adequate examp	By Revati D	en
3872	Jun 22, 2020	5	ai-for-everyone	great opportunity to complete this course and learn AI from andrew ng sir	great opportunity to complete this course and learn AI from andrew ng sir	By Janvi S	en
3873	Jun 18, 2020	5	ai-for-everyone	Really made aware of all things related to AI in a nice manner. Thank You	Really made aware of all things related to AI in a nice manner. Thank You	By Sourabh S Z	en
3874	Jun 02, 2020	5	ai-for-everyone	A good introduction for any one who is trying to understand more about AI	A good introduction for any one who is trying to understand more about AI	By Tainá A	en
3875	May 31, 2020	5	ai-for-everyone	It is very good platform to learn something new and everyone should learn 	It is very good platform to learn something new and everyone should learn	By Brahmam P 	en
3876	May 16, 2020	5	ai-for-everyone	this is a great course for knowing about the new electricity of the world	this is a great course for knowing about the new electricity of the world	By Raghvendra P	en
3877	May 15, 2020	5	ai-for-everyone	This course gives me broad preliminary knowledge on AI impacts and issues	This course gives me broad preliminary knowledge on AI impacts and issues	By Alfian T	en
3878	Apr 15, 2020	5	ai-for-everyone	This is a very basic course on AI and helps in clearing our the concepts. 	This is a very basic course on AI and helps in clearing our the concepts.	By Neeraj D	en
3879	Apr 13, 2020	5	ai-for-everyone	AI made simple and applicable. A good course to expand the adoption of AI	AI made simple and applicable. A good course to expand the adoption of AI	By Jeff d K	en
3880	Jan 05, 2020	5	ai-for-everyone	This course id really good and helped me put to gain information about AI 	This course id really good and helped me put to gain information about AI	By Ahmed S	en
3881	Nov 26, 2019	5	ai-for-everyone	A great explanation of what AI is using language everyone can understand.	A great explanation of what AI is using language everyone can understand.	By Gareth W	en
3882	Nov 10, 2019	5	ai-for-everyone	This is the best learning website to learn AI and to become a programmer.	This is the best learning website to learn AI and to become a programmer.	By Muhammad i	en
3883	Oct 29, 2019	5	ai-for-everyone	I should see this excellent training one year ago:) cannot wait so took a	I should see this excellent training one year ago:) cannot wait so took a	By zhiling x	en
3884	Jul 06, 2019	5	ai-for-everyone	Such a nice, detailed and understandable course for a student. Keep it up 	Such a nice, detailed and understandable course for a student. Keep it up	By Samiya B	en
3885	May 31, 2019	5	ai-for-everyone	It gave me just enough information to understand a conversation about AI.	It gave me just enough information to understand a conversation about AI.	By Jean L	en
3886	May 22, 2019	5	ai-for-everyone	A very good non-technical introductory course to AI and its applications.	A very good non-technical introductory course to AI and its applications.	By Bobbur A C	en
3887	Mar 20, 2019	5	ai-for-everyone	I always recommend this course for those who want to get into AI/ML field 	I always recommend this course for those who want to get into AI/ML field	By Sobhan H	en
3888	Mar 17, 2019	5	ai-for-everyone	I want to thank Andrew for guiding us through the mysterious world of AI.	I want to thank Andrew for guiding us through the mysterious world of AI.	By 林胜义	en
3889	Mar 11, 2019	5	ai-for-everyone	This is the first time that i start learning AI, it was very good course!	This is the first time that i start learning AI, it was very good course!	By Morakot N	en
3890	Sep 17, 2020	5	ai-for-everyone	Very interesting topics, nice structure, clear and interesting to listen	Very interesting topics, nice structure, clear and interesting to listen	By Eglė G	en
3891	Sep 01, 2020	5	ai-for-everyone	Excellent course. It focuses on how companies can adopt this technology.	Excellent course. It focuses on how companies can adopt this technology.	By Krishnan R	en
3892	Aug 23, 2020	5	ai-for-everyone	I loved every minute of this course - well structured and well delivered	I loved every minute of this course - well structured and well delivered	By Tarik F	en
3893	Aug 17, 2020	5	ai-for-everyone	I want everyone who is interested in doing AI to go through this course. 	I want everyone who is interested in doing AI to go through this course.	By Shravesh M	en
3894	Aug 16, 2020	5	ai-for-everyone	I really appreciate the way Andrew Ng taught.I really admire he's work .	I really appreciate the way Andrew Ng taught.I really admire he's work .	By Sujal C	en
3895	Aug 13, 2020	5	ai-for-everyone	Indeed a great course takes you through every aspect of AI and industry.	Indeed a great course takes you through every aspect of AI and industry.	By PURVA G	en
3896	Aug 09, 2020	5	ai-for-everyone	Interesting and useful course.My greetings and thanks to the instructor.	Interesting and useful course.My greetings and thanks to the instructor.	By Bakar S M A A	en
3897	Jul 21, 2020	5	ai-for-everyone	Its a very good course that one should undergo for acquiring basis on AI	Its a very good course that one should undergo for acquiring basis on AI	By Dr R G	en
3898	Jul 19, 2020	5	ai-for-everyone	Very useful session for know the information are to learning now courses	Very useful session for know the information are to learning now courses	By ARUN R S R	en
3899	Jul 09, 2020	5	ai-for-everyone	This one is a good starting pack for people who wants to maneuver in A.I	This one is a good starting pack for people who wants to maneuver in A.I	By Peeta M	en
3900	Jun 29, 2020	5	ai-for-everyone	Excellent course for beginners and great insights to a great technology.	Excellent course for beginners and great insights to a great technology.	By Subin N	en
3901	Jun 27, 2020	5	ai-for-everyone	The best course on AI impact in real world applications and future uses.	The best course on AI impact in real world applications and future uses.	By Prashant P	en
3902	Jun 24, 2020	5	ai-for-everyone	awesome the course...i have enlarge to my understanding to this field...	awesome the course...i have enlarge to my understanding to this field...	By Dobariya D H	en
3903	Jun 22, 2020	5	ai-for-everyone	This course underlines the main aspects of AI in a very unequivocal way.	This course underlines the main aspects of AI in a very unequivocal way.	By Luciano C	en
3904	Jun 16, 2020	5	ai-for-everyone	Recommended for everyone. Amazing course taught by a phenomenal teacher. 	Recommended for everyone. Amazing course taught by a phenomenal teacher.	By Jailson E	en
3905	Jun 15, 2020	5	ai-for-everyone	Thank you for this interesting course! Really helpful! Looking for more! 	Thank you for this interesting course! Really helpful! Looking for more!	By Samir M	en
3906	Jun 14, 2020	5	ai-for-everyone	He explains things very nicely ... it's a must-take course for everyone.	He explains things very nicely ... it's a must-take course for everyone.	By Sachin S	en
3907	Jun 01, 2020	5	ai-for-everyone	Very interesting subject, thank you very much for give me good knowledge	Very interesting subject, thank you very much for give me good knowledge	By ratna k	en
3908	May 31, 2020	5	ai-for-everyone	Loved it Finished it in 2 days over the weekend. Accessible to everyone. 	Loved it Finished it in 2 days over the weekend. Accessible to everyone.	By Hakimuddin B	en
3909	May 27, 2020	5	ai-for-everyone	It is more useful because it explain the industrial oriented information	It is more useful because it explain the industrial oriented information	By Sunil P	en
3910	May 16, 2020	5	ai-for-everyone	Teaching is Exceptionally well and very informative for the new learners	Teaching is Exceptionally well and very informative for the new learners	By Dr S M 	en
3911	May 14, 2020	5	ai-for-everyone	I am happy to have a good opportunity . To learn and study about the AI.	I am happy to have a good opportunity . To learn and study about the AI.	By MOHAMMED A	en
3912	May 05, 2020	5	ai-for-everyone	I really enjoyed this course. It was thorough and informative yet brief.	I really enjoyed this course. It was thorough and informative yet brief.	By Antoinette E	en
3913	May 04, 2020	5	ai-for-everyone	Excellent. i got plenty of information related to AI. thanks to coursera	Excellent. i got plenty of information related to AI. thanks to coursera	By Dr G N R	en
3914	Apr 29, 2020	5	ai-for-everyone	Its an excellent introduction to AI and gives a well rounded explanation	Its an excellent introduction to AI and gives a well rounded explanation	By Soudhakar E	en
3915	Apr 29, 2020	5	ai-for-everyone	Learning Basics of AI is a good experience i coursera portal. thank you.	Learning Basics of AI is a good experience i coursera portal. thank you.	By Lakshmi B	en
3916	Apr 18, 2020	5	ai-for-everyone	Faculty lectures were very useful and mentioned everything to the point. 	Faculty lectures were very useful and mentioned everything to the point.	By SRI L K	en
3917	Mar 22, 2020	5	ai-for-everyone	Very well organized course and gives a clear training about the subject.	Very well organized course and gives a clear training about the subject.	By Abhilash J R	en
3918	Oct 14, 2019	5	ai-for-everyone	Andrew is a great teacher with a fantastic insight into the AI industry.	Andrew is a great teacher with a fantastic insight into the AI industry.	By Cameron T	en
3919	Sep 11, 2019	5	ai-for-everyone	interessting introduction into ai, its possibilities, limitations and ap	interessting introduction into ai, its possibilities, limitations and ap	By Philip T	en
3920	Sep 02, 2019	5	ai-for-everyone	Thank You for the valuable knowledge added during the 4 weeks of change!	Thank You for the valuable knowledge added during the 4 weeks of change!	By Georg J	en
3921	Jul 10, 2019	5	ai-for-everyone	A simple way to explain AIA good start for someone who wants to start AI	A simple way to explain AIA good start for someone who wants to start AI	By Siljith K	en
3922	Jul 02, 2019	5	ai-for-everyone	Quite a first hand exposure to AI in General.Hats Off to #Andrew_NG Sir.	Quite a first hand exposure to AI in General.Hats Off to #Andrew_NG Sir.	By Khagesh K	en
3923	May 29, 2019	5	ai-for-everyone	wonderful, thanks to sir Andrew ng for such a nice lecture delivering...	wonderful, thanks to sir Andrew ng for such a nice lecture delivering...	By waqas	en
3924	May 24, 2019	5	ai-for-everyone	Amazingly simplified course which can be understood by a novice as well.	Amazingly simplified course which can be understood by a novice as well.	By Tulika A	en
3925	May 19, 2019	5	ai-for-everyone	Excellent Course , very helpful to understand AI and thank you Coursera. 	Excellent Course , very helpful to understand AI and thank you Coursera.	By Irfan	en
3926	Apr 01, 2019	5	ai-for-everyone	This course is a great head-start to know about Artificial Intelligence.	This course is a great head-start to know about Artificial Intelligence.	By Mayank P	en
3927	Mar 25, 2019	5	ai-for-everyone	A very good primer course given the brevity of the videos in my opinion.	A very good primer course given the brevity of the videos in my opinion.	By Bradley D	en
3928	Mar 20, 2019	5	ai-for-everyone	Well conducted course. Andrew has made this simple yet very informative.	Well conducted course. Andrew has made this simple yet very informative.	By Aanand	en
